time,speed,baro_pressure,amb_air_temp,accelerator_pos_d,accelerator_pos_e,fuel_type,
230301_2035460.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_2035470.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_2035470.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_2035480.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_2035490.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_2035500.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_2035510.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_2035510.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_2035520.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_2035530.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_2035540.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_2035540.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_2035550.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_2035560.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_2035560.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_2035570.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_2035580.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_2035580.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_2035590.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_2036000.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_2036000.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_2036010.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_2036020.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_2036030.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_2036030.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_2036040.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_2036050.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_2036060.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_2036060.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_2036080.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_2036090.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_2036100.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_2036110.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_2036110.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_2036120.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_2036130.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_2036140.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_2036160.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_2036180.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2036210.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2036240.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_2036250.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2036250.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2036260.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2036270.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2036280.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2036280.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2036290.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_2036300.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2036300.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2036310.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2036320.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2036320.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2036330.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2036330.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2036340.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2036350.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2036360.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2036360.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2036370.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2036380.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2036380.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2036390.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2036410.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2036410.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2036420.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2036430.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2036440.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2036440.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2036450.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2036460.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2036470.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2036470.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2036490.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2036520.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2036530.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2036540.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2036550.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2036560.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2036570.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2036580.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2036590.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2037000.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2037000.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2037010.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2037020.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2037020.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2037030.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2037040.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2037050.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2037060.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2037070.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2037070.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2037080.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2037090.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2037090.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2037100.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2037110.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2037120.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2037120.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2037130.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2037140.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2037150.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2037150.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2037160.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2037170.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2037170.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_2037180.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2037190.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2037200.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2037200.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2037210.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_2037210.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_2037220.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_2037230.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_2037240.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_2037250.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_2037260.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_2037270.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_2037270.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_2037280.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_2037280.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_2037290.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_2037300.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_2037310.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_2037310.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_2037320.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_2037330.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_2037330.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_2037340.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_2037350.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_2037350.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_2037360.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_2037370.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_2037370.0,98,6,14.509803921568627,14.509803921568627,Electric,
